temp,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,month,day,month_sin,month_cos,day_sin,day_cos,sunup_hours,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_snow
-2.9,-0.9,98.0,19.799,100,29.17,36.0,26.5,1019.3,94.0,5.6,0.82,1,1,0.0,1.0,0.0,1.0,9.0,0,1,0,1,1
-6.1,-3.2,97.1,0.002,100,4.17,10.4,244.6,1026.6,85.7,7.4,0.86,1,2,0.0,1.0,0.20129852008866006,0.9795299412524945,9.0,0,0,1,0,1
-3.3,-6.4,96.7,0.0,0,0.0,19.4,250.9,1027.2,79.5,5.2,0.89,1,3,0.0,1.0,0.39435585511331855,0.9189578116202306,9.0,0,0,1,0,0
-6.3,-5.7,84.4,0.0,0,0.0,10.8,254.3,1023.2,71.3,7.5,0.92,1,4,0.0,1.0,0.5712682150947923,0.8207634412072763,9.0,0,0,1,0,0
0.3,-7.3,92.8,0.0,0,0.0,15.1,241.6,1020.7,46.8,5.8,0.96,1,5,0.0,1.0,0.7247927872291199,0.6889669190756866,9.0,0,0,1,0,0
1.1,-0.3,96.7,1.116,100,16.67,10.8,283.1,1021.7,90.7,6.6,0.0,1,6,0.0,1.0,0.8486442574947509,0.5289640103269625,9.0,0,1,0,1,1
-6.8,-1.7,82.4,0.001,100,4.17,7.2,296.3,1027.4,62.5,8.9,0.02,1,7,0.0,1.0,0.9377521321470804,0.3473052528448203,9.0,0,0,1,1,1
-8.9,-7.2,96.6,0.559,100,4.17,13.5,267.9,1028.7,23.2,2.7,0.06,1,8,0.0,1.0,0.9884683243281114,0.1514277775045767,9.0,0,0,1,0,1
-7.9,-8.9,99.1,0.0,0,0.0,7.2,259.9,1028.8,89.7,0.4,0.09,1,9,0.0,1.0,0.9987165071710528,-0.05064916883871264,9.0,0,0,1,0,0
-6.4,-8.3,96.2,0.0,0,0.0,7.2,244.0,1031.2,100.0,1.5,0.13,1,10,0.0,1.0,0.9680771188662043,-0.2506525322587204,9.0,0,1,0,0,0
-2.1,-6.3,99.4,0.0,0,0.0,16.6,256.8,1036.0,99.9,2.2,0.16,1,11,0.0,1.0,0.8978045395707416,-0.4403941515576344,9.0,0,1,0,0,0
-1.9,-2.7,94.9,1.237,100,12.5,10.8,155.3,1037.0,96.3,5.1,0.2,1,12,0.0,1.0,0.7907757369376985,-0.6121059825476628,9.0,0,1,0,1,1
-7.6,-2.7,94.5,1.183,100,12.5,11.5,92.6,1035.6,85.1,4.9,0.23,1,13,0.0,1.0,0.6513724827222223,-0.758758122692791,9.0,0,0,1,1,1
-8.5,-8.2,95.5,0.0,0,0.0,7.9,248.7,1033.0,40.9,2.5,0.25,1,14,0.0,1.0,0.48530196253108104,-0.8743466161445821,9.0,0,0,1,0,0
-5.8,-8.3,99.6,0.0,0,0.0,18.8,254.6,1029.4,66.8,3.6,0.3,1,15,0.0,1.0,0.299363122973358,-0.9541392564000488,9.0,0,0,1,0,0
-3.2,-5.8,99.8,0.0,0,0.0,10.8,267.2,1026.3,98.5,3.9,0.33,1,16,0.0,1.0,0.10116832198743228,-0.9948693233918952,9.0,0,1,0,0,0
-0.4,-4.3,91.9,1.217,100,16.67,28.8,242.8,1011.7,97.2,5.4,0.37,1,17,0.0,1.0,-0.10116832198743203,-0.9948693233918952,9.0,0,1,0,1,1
-0.9,-4.5,75.7,0.0,0,0.0,33.4,265.0,991.8,53.9,9.9,0.4,1,18,0.0,1.0,-0.2993631229733578,-0.9541392564000489,9.0,0,0,1,0,0
-2.3,-5.9,70.0,0.0,0,0.0,21.0,281.0,1002.5,60.9,10.8,0.44,1,19,0.0,1.0,-0.4853019625310809,-0.8743466161445822,9.0,0,0,1,0,0
-1.1,-7.8,67.2,0.098,100,4.17,24.0,267.5,1015.6,45.9,9.6,0.47,1,20,0.0,1.0,-0.651372482722222,-0.7587581226927911,9.0,0,0,1,0,1
-4.1,-3.8,82.3,1.598,100,4.17,43.2,260.6,1004.1,81.7,10.3,0.5,1,21,0.0,1.0,-0.7907757369376986,-0.6121059825476628,9.0,0,0,1,1,1
-8.7,-7.0,82.3,0.799,100,8.33,20.9,258.2,1013.4,46.3,8.6,0.54,1,22,0.0,1.0,-0.8978045395707417,-0.4403941515576342,9.0,0,0,1,0,1
-3.6,-9.9,91.3,0.781,100,12.5,24.0,55.6,1012.9,78.1,7.4,0.57,1,23,0.0,1.0,-0.9680771188662043,-0.2506525322587204,9.0,0,0,1,0,1
-8.0,-3.8,98.2,6.552,100,29.17,21.1,67.1,1005.2,99.9,3.9,0.6,1,24,0.0,1.0,-0.9987165071710528,-0.05064916883871266,9.0,0,1,0,1,1
-12.6,-9.2,91.6,2.202,100,20.83,17.3,242.8,1021.4,93.5,5.9,0.64,1,25,0.0,1.0,-0.9884683243281114,0.15142777750457667,10.0,0,1,0,0,1
-5.9,-14.2,88.3,0.0,0,0.0,18.0,252.4,1023.9,66.9,5.0,0.67,1,26,0.0,1.0,-0.9377521321470804,0.3473052528448203,10.0,0,0,1,0,0
-6.0,-9.0,79.2,0.0,0,0.0,21.2,262.1,1022.8,44.8,8.9,0.7,1,27,0.0,1.0,-0.848644257494751,0.5289640103269624,10.0,0,0,1,0,0
-4.9,-9.4,77.4,0.0,0,0.0,17.5,250.6,1021.0,4.2,7.1,0.75,1,28,0.0,1.0,-0.7247927872291201,0.6889669190756865,10.0,1,0,0,0,0
0.2,-7.7,82.1,0.0,0,0.0,17.3,246.7,1018.6,28.5,4.6,0.77,1,29,0.0,1.0,-0.5712682150947924,0.8207634412072763,10.0,0,0,1,0,0
3.2,-3.1,78.9,0.001,100,4.17,26.4,234.6,1011.0,62.0,9.6,0.8,1,30,0.0,1.0,-0.3943558551133187,0.9189578116202306,10.0,0,0,1,1,0
5.2,-0.1,79.2,78.166,100,4.17,28.7,248.1,1017.0,30.8,11.1,0.83,1,31,0.0,1.0,-0.20129852008866028,0.9795299412524945,10.0,0,0,1,1,0
3.6,0.9,75.9,0.0,0,0.0,17.3,247.0,1022.5,22.1,11.2,0.87,2,1,0.49999999999999994,0.8660254037844387,0.0,1.0,10.0,0,0,1,0,0
4.1,0.7,83.3,0.0,0,0.0,20.6,245.4,1017.9,13.8,8.1,0.9,2,2,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,10.0,1,0,0,0,0
1.3,2.3,88.9,0.001,100,4.17,14.6,253.7,1014.7,64.1,9.0,0.93,2,3,0.49999999999999994,0.8660254037844387,0.39435585511331855,0.9189578116202306,10.0,0,0,1,1,0
-0.8,-1.5,82.7,0.0,0,0.0,18.0,89.2,1029.8,45.3,10.0,0.96,2,4,0.49999999999999994,0.8660254037844387,0.5712682150947923,0.8207634412072763,10.0,0,0,1,0,0
3.1,-2.5,88.7,0.0,0,0.0,23.8,254.4,1025.9,66.7,9.8,0.0,2,5,0.49999999999999994,0.8660254037844387,0.7247927872291199,0.6889669190756866,10.0,0,0,1,0,0
4.9,1.0,86.0,0.0,0,0.0,13.7,250.6,1024.6,55.4,9.3,0.03,2,6,0.49999999999999994,0.8660254037844387,0.8486442574947509,0.5289640103269625,10.0,0,0,1,0,0
6.5,3.2,90.0,0.0,0,0.0,14.4,245.5,1022.6,7.7,6.3,0.07,2,7,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203,10.0,1,0,0,0,0
6.4,4.8,89.8,0.0,0,0.0,20.2,243.0,1016.0,28.6,6.3,0.1,2,8,0.49999999999999994,0.8660254037844387,0.9884683243281114,0.1514277775045767,10.0,0,0,1,0,0
5.1,4.7,89.4,0.0,0,0.0,18.7,245.8,1010.6,73.7,9.5,0.14,2,9,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264,10.0,0,0,1,0,0
4.0,4.2,93.9,4.799,100,20.83,22.4,54.7,1020.4,74.9,9.4,0.17,2,10,0.49999999999999994,0.8660254037844387,0.9680771188662043,-0.2506525322587204,10.0,0,0,1,1,0
2.0,2.7,92.3,0.0,0,0.0,10.8,234.6,1026.1,48.2,4.8,0.21,2,11,0.49999999999999994,0.8660254037844387,0.8978045395707416,-0.4403941515576344,10.0,0,0,1,0,0
2.0,1.3,95.9,0.0,0,0.0,14.4,95.2,1027.1,86.7,2.6,0.24,2,12,0.49999999999999994,0.8660254037844387,0.7907757369376985,-0.6121059825476628,10.0,0,0,1,0,0
2.7,1.5,96.8,0.0,0,0.0,13.7,214.2,1022.5,95.7,3.4,0.25,2,13,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791,10.0,0,1,0,0,0
3.1,2.4,97.9,0.799,100,4.17,18.0,245.5,1016.3,99.2,3.6,0.31,2,14,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,10.0,0,1,0,1,0
2.0,1.5,90.4,1.37,100,25.0,7.4,266.8,1018.0,76.2,8.2,0.35,2,15,0.49999999999999994,0.8660254037844387,0.299363122973358,-0.9541392564000488,10.0,0,0,1,1,1
2.8,-1.2,81.2,0.522,100,4.17,17.7,244.3,1016.3,18.0,8.7,0.38,2,16,0.49999999999999994,0.8660254037844387,0.10116832198743228,-0.9948693233918952,10.0,0,0,0,1,1
3.0,0.7,87.1,0.138,100,4.17,15.1,80.3,1004.8,49.3,10.4,0.42,2,17,0.49999999999999994,0.8660254037844387,-0.10116832198743203,-0.9948693233918952,11.0,0,0,1,1,0
0.9,2.8,97.8,16.368,100,29.17,26.6,187.0,1001.5,98.0,6.0,0.46,2,18,0.49999999999999994,0.8660254037844387,-0.2993631229733578,-0.9541392564000489,11.0,0,1,0,1,1
0.8,-0.1,93.7,0.0,0,0.0,10.8,252.4,1009.6,75.2,6.1,0.5,2,19,0.49999999999999994,0.8660254037844387,-0.4853019625310809,-0.8743466161445822,11.0,0,0,1,0,0
2.3,-0.4,92.3,1.427,100,8.33,18.0,56.8,1011.4,77.5,6.9,0.52,2,20,0.49999999999999994,0.8660254037844387,-0.651372482722222,-0.7587581226927911,11.0,0,0,1,1,0
0.0,1.1,91.6,2.027,100,20.83,17.7,285.6,1015.4,97.0,9.3,0.56,2,21,0.49999999999999994,0.8660254037844387,-0.7907757369376986,-0.6121059825476628,11.0,0,1,0,1,1
-0.3,-3.8,76.3,0.093,100,4.17,13.7,222.4,1023.1,75.5,10.0,0.59,2,22,0.49999999999999994,0.8660254037844387,-0.8978045395707417,-0.4403941515576342,11.0,0,0,1,0,1
-0.1,-3.6,79.4,0.088,100,8.33,18.0,95.3,1026.4,60.0,9.9,0.62,2,23,0.49999999999999994,0.8660254037844387,-0.9680771188662043,-0.2506525322587204,11.0,0,0,1,1,1
0.8,-3.2,81.2,0.0,0,0.0,10.8,112.2,1028.6,70.3,9.5,0.65,2,24,0.49999999999999994,0.8660254037844387,-0.9987165071710528,-0.05064916883871266,11.0,0,0,1,0,0
5.2,-1.9,83.9,0.0,0,0.0,28.1,249.0,1024.9,58.9,7.6,0.68,2,25,0.49999999999999994,0.8660254037844387,-0.9884683243281114,0.15142777750457667,11.0,0,0,1,0,0
2.7,-3.3,57.8,0.0,0,0.0,26.6,322.5,1021.8,40.9,10.0,0.72,2,26,0.49999999999999994,0.8660254037844387,-0.9377521321470804,0.3473052528448203,11.0,0,0,1,0,0
3.0,-3.1,69.5,0.0,0,0.0,24.7,356.9,1030.4,34.7,10.0,0.75,2,27,0.49999999999999994,0.8660254037844387,-0.848644257494751,0.5289640103269624,11.0,0,0,1,0,0
2.7,-2.6,70.4,0.0,0,0.0,24.6,74.2,1037.1,40.5,10.1,0.78,2,28,0.49999999999999994,0.8660254037844387,-0.7247927872291201,0.6889669190756865,11.0,0,0,1,0,0
2.9,-3.4,67.7,0.0,0,0.0,18.0,238.8,1031.1,1.6,9.9,0.81,2,29,0.49999999999999994,0.8660254037844387,-0.5712682150947924,0.8207634412072763,11.0,1,0,0,0,0
4.9,-5.3,61.6,0.0,0,0.0,13.0,140.6,1019.4,30.7,9.5,0.85,3,1,0.8660254037844386,0.5000000000000001,0.0,1.0,11.0,0,0,1,0,0
5.7,-0.3,73.1,0.003,100,8.33,21.1,51.5,1010.2,59.0,10.0,0.88,3,2,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,11.0,0,0,1,1,0
6.2,4.8,93.7,7.105,100,16.67,18.0,263.6,1014.8,95.9,9.9,0.91,3,3,0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,11.0,0,1,0,1,0
4.0,1.8,76.8,0.003,100,4.17,23.8,240.6,1013.4,76.3,8.5,0.94,3,4,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,11.0,0,0,1,1,0
2.0,2.6,91.3,9.586,100,20.83,11.5,112.0,1016.4,93.8,8.1,0.97,3,5,0.8660254037844386,0.5000000000000001,0.7247927872291199,0.6889669190756866,11.0,0,1,0,1,1
3.1,-5.5,63.4,0.0,0,0.0,17.3,332.4,1027.2,60.0,9.6,0.0,3,6,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269625,11.0,0,0,1,0,0
7.2,-3.3,65.3,0.0,0,0.0,25.2,251.4,1025.4,17.9,10.0,0.04,3,7,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,11.0,1,0,0,0,0
12.6,0.1,64.5,0.0,0,0.0,24.5,266.3,1018.2,34.9,10.0,0.08,3,8,0.8660254037844386,0.5000000000000001,0.9884683243281114,0.1514277775045767,12.0,0,0,1,0,0
7.9,3.9,57.3,0.0,0,0.0,38.9,262.2,1009.6,72.7,10.1,0.11,3,9,0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264,12.0,0,0,1,0,0
3.2,4.1,77.8,0.579,100,12.5,36.0,263.2,1009.1,81.0,10.3,0.15,3,10,0.8660254037844386,0.5000000000000001,0.9680771188662043,-0.2506525322587204,12.0,0,0,1,1,0
7.4,-1.3,76.2,3.195,100,8.33,21.6,262.2,1020.3,73.9,9.4,0.19,3,11,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,12.0,0,0,1,1,1
4.7,1.0,66.3,4.553,100,12.5,27.4,284.4,1013.6,75.5,10.4,0.22,3,12,0.8660254037844386,0.5000000000000001,0.7907757369376985,-0.6121059825476628,12.0,0,0,1,1,0
4.5,-4.4,52.6,0.0,0,0.0,21.4,134.8,1028.2,57.8,10.2,0.25,3,13,0.8660254037844386,0.5000000000000001,0.6513724827222223,-0.758758122692791,12.0,0,0,1,0,0
8.3,-2.3,66.4,0.0,0,0.0,12.8,253.5,1024.6,0.7,9.8,0.29,3,14,0.8660254037844386,0.5000000000000001,0.48530196253108104,-0.8743466161445821,12.0,1,0,0,0,0
4.9,0.5,63.2,0.0,0,0.0,21.6,243.7,1013.4,55.0,8.9,0.33,3,15,0.8660254037844386,0.5000000000000001,0.299363122973358,-0.9541392564000488,12.0,0,0,1,0,0
1.8,-0.1,72.6,2.317,100,12.5,18.0,62.1,1013.3,74.2,10.1,0.36,3,16,0.8660254037844386,0.5000000000000001,0.10116832198743228,-0.9948693233918952,12.0,0,0,1,1,1
1.3,0.5,91.7,1.658,100,12.5,12.2,63.8,1010.9,94.5,8.3,0.4,3,17,0.8660254037844386,0.5000000000000001,-0.10116832198743203,-0.9948693233918952,12.0,0,1,0,1,1
0.8,0.1,92.0,3.036,100,16.67,18.0,29.1,1012.5,96.2,7.8,0.44,3,18,0.8660254037844386,0.5000000000000001,-0.2993631229733578,-0.9541392564000489,12.0,0,1,0,1,1
0.8,-1.6,85.6,1.118,100,8.33,21.6,254.7,1017.6,84.2,10.1,0.47,3,19,0.8660254037844386,0.5000000000000001,-0.4853019625310809,-0.8743466161445822,12.0,0,0,1,1,1
2.3,-2.9,79.0,1.194,100,12.5,18.0,247.2,1017.8,62.8,8.7,0.5,3,20,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,12.0,0,0,1,1,1
5.0,-2.6,72.5,1.127,100,12.5,11.5,99.0,1018.3,80.5,10.1,0.54,3,21,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476628,12.0,0,0,1,1,0
7.4,-2.6,64.1,0.0,0,0.0,13.7,296.5,1020.8,62.8,10.6,0.57,3,22,0.8660254037844386,0.5000000000000001,-0.8978045395707417,-0.4403941515576342,12.0,0,0,1,0,0
9.7,-1.6,59.0,0.0,0,0.0,14.4,252.1,1017.8,14.7,9.2,0.6,3,23,0.8660254037844386,0.5000000000000001,-0.9680771188662043,-0.2506525322587204,12.0,1,0,0,0,0
7.8,0.2,57.5,0.0,0,0.0,15.7,251.0,1014.1,32.0,8.8,0.64,3,24,0.8660254037844386,0.5000000000000001,-0.9987165071710528,-0.05064916883871266,12.0,0,0,1,0,0
9.6,1.2,63.8,0.0,0,0.0,25.9,82.3,1020.4,75.3,10.1,0.67,3,25,0.8660254037844386,0.5000000000000001,-0.9884683243281114,0.15142777750457667,12.0,0,0,1,0,0
13.5,4.0,71.7,0.559,100,4.17,11.5,250.5,1017.7,76.2,10.0,0.7,3,26,0.8660254037844386,0.5000000000000001,-0.9377521321470804,0.3473052528448203,12.0,0,0,1,1,0
13.5,6.9,66.6,0.0,0,0.0,20.2,149.7,1011.6,91.9,8.9,0.73,3,27,0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,13.0,0,1,0,0,0
13.7,6.0,67.6,0.0,0,0.0,25.2,253.6,1011.9,47.8,9.6,0.75,3,28,0.8660254037844386,0.5000000000000001,-0.7247927872291201,0.6889669190756865,13.0,0,0,1,0,0
9.7,6.7,64.8,0.0,0,0.0,18.7,73.8,1016.9,55.7,9.7,0.79,3,29,0.8660254037844386,0.5000000000000001,-0.5712682150947924,0.8207634412072763,13.0,0,0,1,0,0
11.5,7.8,89.5,0.0,0,0.0,26.5,64.9,1013.9,82.8,7.6,0.83,3,30,0.8660254037844386,0.5000000000000001,-0.3943558551133187,0.9189578116202306,13.0,0,0,1,0,0
12.8,4.4,69.9,0.5,100,4.17,23.8,278.2,1011.3,71.7,8.6,0.86,3,31,0.8660254037844386,0.5000000000000001,-0.20129852008866028,0.9795299412524945,13.0,0,0,1,1,0
12.5,4.6,60.2,0.0,0,0.0,21.6,107.2,1008.8,55.4,10.0,0.89,4,1,1.0,6.123233995736766e-17,0.0,1.0,13.0,0,0,1,0,0
12.7,7.1,72.8,1.658,100,20.83,23.0,246.3,1006.9,78.2,10.2,0.92,4,2,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945,13.0,0,0,1,1,0
14.5,4.2,60.1,0.0,0,0.0,17.3,240.3,1011.1,50.1,10.3,0.96,4,3,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306,13.0,0,0,1,0,0
15.5,8.4,70.8,0.0,0,0.0,20.7,32.7,1005.6,62.3,10.0,0.0,4,4,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,13.0,0,0,1,0,0
14.7,10.9,76.7,9.266,100,16.67,40.3,180.9,996.8,64.3,10.2,0.02,4,5,1.0,6.123233995736766e-17,0.7247927872291199,0.6889669190756866,13.0,0,0,1,1,0
7.5,6.6,59.6,1.598,100,4.17,53.3,252.0,999.5,63.5,11.5,0.06,4,6,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269625,13.0,0,0,1,1,0
8.1,-1.9,51.6,0.0,0,0.0,18.0,41.5,1012.2,88.8,10.2,0.09,4,7,1.0,6.123233995736766e-17,0.9377521321470804,0.3473052528448203,13.0,0,0,1,0,0
7.6,-2.9,49.3,0.0,0,0.0,15.1,281.9,1015.4,84.5,10.1,0.13,4,8,1.0,6.123233995736766e-17,0.9884683243281114,0.1514277775045767,13.0,0,0,1,0,0
9.1,-1.9,53.1,0.0,0,0.0,13.9,60.4,1017.2,56.5,10.1,0.17,4,9,1.0,6.123233995736766e-17,0.9987165071710528,-0.05064916883871264,13.0,0,0,1,0,0
9.0,-0.6,54.3,0.0,0,0.0,18.0,66.1,1016.2,29.7,10.0,0.2,4,10,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204,13.0,0,0,1,0,0
12.3,2.7,66.1,0.559,100,4.17,15.8,87.9,1008.9,86.4,10.1,0.25,4,11,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,13.0,0,0,1,1,0
14.3,4.8,64.5,0.0,0,0.0,11.5,67.7,1006.7,62.6,11.0,0.27,4,12,1.0,6.123233995736766e-17,0.7907757369376985,-0.6121059825476628,13.0,0,0,1,0,0
16.2,5.6,61.1,0.0,0,0.0,10.8,249.4,1007.3,3.4,9.9,0.31,4,13,1.0,6.123233995736766e-17,0.6513724827222223,-0.758758122692791,13.0,1,0,0,0,0
17.8,7.5,63.2,0.0,0,0.0,10.8,266.0,1009.4,23.0,10.3,0.34,4,14,1.0,6.123233995736766e-17,0.48530196253108104,-0.8743466161445821,13.0,0,0,1,0,0
19.2,7.6,56.7,0.0,0,0.0,17.3,248.2,1008.8,50.5,9.9,0.38,4,15,1.0,6.123233995736766e-17,0.299363122973358,-0.9541392564000488,13.0,0,0,1,0,0
17.9,9.6,57.1,0.16,100,4.17,11.5,221.0,1009.7,74.6,10.1,0.42,4,16,1.0,6.123233995736766e-17,0.10116832198743228,-0.9948693233918952,14.0,0,0,1,1,0
16.3,8.6,61.1,0.0,0,0.0,29.5,102.1,1009.7,39.2,11.0,0.45,4,17,1.0,6.123233995736766e-17,-0.10116832198743203,-0.9948693233918952,14.0,0,0,1,0,0
17.3,7.8,60.3,0.0,0,0.0,25.2,79.9,1008.4,6.7,10.3,0.5,4,18,1.0,6.123233995736766e-17,-0.2993631229733578,-0.9541392564000489,14.0,1,0,0,0,0
15.3,10.6,66.1,0.578,100,12.5,39.6,60.3,1003.8,72.3,11.5,0.52,4,19,1.0,6.123233995736766e-17,-0.4853019625310809,-0.8743466161445822,14.0,0,0,1,1,0
16.0,13.2,87.6,16.811,100,29.17,36.0,55.1,1003.8,96.7,10.3,0.55,4,20,1.0,6.123233995736766e-17,-0.651372482722222,-0.7587581226927911,14.0,0,1,0,1,0
15.0,14.1,89.3,5.025,100,16.67,13.7,37.3,1008.2,93.7,10.5,0.59,4,21,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476628,14.0,0,1,0,1,0
14.9,12.7,88.0,11.982,100,12.5,14.4,274.9,1010.0,92.0,10.2,0.62,4,22,1.0,6.123233995736766e-17,-0.8978045395707417,-0.4403941515576342,14.0,0,1,0,1,0
14.4,13.5,91.1,3.296,100,25.0,10.8,233.1,1011.2,98.0,10.3,0.65,4,23,1.0,6.123233995736766e-17,-0.9680771188662043,-0.2506525322587204,14.0,0,1,0,1,0
13.1,13.6,94.7,5.46,100,29.17,15.8,76.5,1009.2,98.3,9.5,0.68,4,24,1.0,6.123233995736766e-17,-0.9987165071710528,-0.05064916883871266,14.0,0,1,0,1,0
14.3,12.4,95.3,0.123,100,8.33,24.5,79.2,1011.3,99.8,8.4,0.71,4,25,1.0,6.123233995736766e-17,-0.9884683243281114,0.15142777750457667,14.0,0,1,0,1,0
15.8,12.6,90.4,0.0,0,0.0,15.1,77.5,1013.6,92.9,7.9,0.75,4,26,1.0,6.123233995736766e-17,-0.9377521321470804,0.3473052528448203,14.0,0,1,0,0,0
17.5,12.4,82.7,0.0,0,0.0,14.0,102.6,1016.8,74.6,6.8,0.78,4,27,1.0,6.123233995736766e-17,-0.848644257494751,0.5289640103269624,14.0,0,0,1,0,0
18.5,13.4,79.3,1.689,100,16.67,25.9,59.4,1017.2,67.2,10.7,0.81,4,28,1.0,6.123233995736766e-17,-0.7247927872291201,0.6889669190756865,14.0,0,0,1,1,0
19.1,12.6,71.4,0.0,0,0.0,22.3,55.5,1017.1,63.3,10.2,0.84,4,29,1.0,6.123233995736766e-17,-0.5712682150947924,0.8207634412072763,14.0,0,0,1,0,0
18.8,12.2,68.1,0.01,100,8.33,16.6,96.2,1019.4,24.5,10.0,0.88,4,30,1.0,6.123233995736766e-17,-0.3943558551133187,0.9189578116202306,14.0,0,0,1,1,0
13.8,11.6,67.6,0.0,0,0.0,10.8,120.9,1015.5,32.2,10.0,0.91,5,1,0.8660254037844388,-0.4999999999999998,0.0,1.0,14.0,0,0,1,0,0
10.1,7.9,68.8,0.0,0,0.0,45.4,69.2,1015.1,46.2,10.1,0.94,5,2,0.8660254037844388,-0.4999999999999998,0.20129852008866006,0.9795299412524945,14.0,0,0,1,0,0
11.4,-1.4,47.2,0.0,0,0.0,24.5,69.0,1025.1,17.6,11.4,0.97,5,3,0.8660254037844388,-0.4999999999999998,0.39435585511331855,0.9189578116202306,14.0,1,0,0,0,0
13.5,0.2,51.6,0.0,0,0.0,14.1,104.6,1023.5,0.0,9.8,0.0,5,4,0.8660254037844388,-0.4999999999999998,0.5712682150947923,0.8207634412072763,14.0,1,0,0,0,0
14.0,1.8,50.1,0.0,0,0.0,18.0,177.4,1018.9,8.4,11.0,0.04,5,5,0.8660254037844388,-0.4999999999999998,0.7247927872291199,0.6889669190756866,14.0,1,0,0,0,0
18.5,4.9,58.0,0.099,100,4.17,10.8,183.4,1018.8,35.6,10.0,0.08,5,6,0.8660254037844388,-0.4999999999999998,0.8486442574947509,0.5289640103269625,14.0,0,0,1,1,0
16.8,8.1,54.9,0.08,100,4.17,14.4,216.2,1018.1,32.9,10.1,0.11,5,7,0.8660254037844388,-0.4999999999999998,0.9377521321470804,0.3473052528448203,14.0,0,0,1,1,0
16.8,5.2,47.5,0.0,0,0.0,20.4,79.1,1024.0,3.4,11.7,0.15,5,8,0.8660254037844388,-0.4999999999999998,0.9884683243281114,0.1514277775045767,15.0,1,0,0,0,0
20.6,8.0,60.0,0.0,0,0.0,11.5,183.9,1022.2,7.2,10.0,0.18,5,9,0.8660254037844388,-0.4999999999999998,0.9987165071710528,-0.05064916883871264,15.0,1,0,0,0,0
21.1,12.1,63.3,0.487,100,4.17,15.8,245.9,1018.5,26.8,11.0,0.25,5,10,0.8660254037844388,-0.4999999999999998,0.9680771188662043,-0.2506525322587204,15.0,0,0,1,1,0
22.2,14.5,70.5,3.872,100,8.33,21.0,268.0,1013.9,45.3,10.2,0.25,5,11,0.8660254037844388,-0.4999999999999998,0.8978045395707416,-0.4403941515576344,15.0,0,0,1,1,0
14.4,13.6,63.2,0.24,100,4.17,24.5,63.9,1012.7,58.2,11.2,0.29,5,12,0.8660254037844388,-0.4999999999999998,0.7907757369376985,-0.6121059825476628,15.0,0,0,1,1,0
15.7,3.7,50.3,6.81,100,12.5,28.8,76.8,1020.4,88.1,10.3,0.33,5,13,0.8660254037844388,-0.4999999999999998,0.6513724827222223,-0.758758122692791,15.0,0,0,1,1,0
18.2,5.8,58.1,0.0,0,0.0,14.4,252.5,1021.7,18.6,10.4,0.36,5,14,0.8660254037844388,-0.4999999999999998,0.48530196253108104,-0.8743466161445821,15.0,1,0,0,0,0
20.9,8.9,59.5,0.0,0,0.0,11.5,322.7,1020.1,31.3,10.0,0.4,5,15,0.8660254037844388,-0.4999999999999998,0.299363122973358,-0.9541392564000488,15.0,0,0,1,0,0
21.6,8.3,49.5,0.0,0,0.0,7.2,264.6,1018.0,37.3,10.1,0.43,5,16,0.8660254037844388,-0.4999999999999998,0.10116832198743228,-0.9948693233918952,15.0,0,0,1,0,0
19.5,9.4,48.3,0.031,100,4.17,18.0,13.0,1015.0,38.1,10.1,0.47,5,17,0.8660254037844388,-0.4999999999999998,-0.10116832198743203,-0.9948693233918952,15.0,0,0,1,1,0
19.4,12.1,67.4,0.289,100,4.17,17.2,51.8,1011.7,34.4,10.0,0.5,5,18,0.8660254037844388,-0.4999999999999998,-0.2993631229733578,-0.9541392564000489,15.0,0,0,1,1,0
